arm,seed,start_step,step,layer_param,head0_weight_norm,head1_weight_norm,head_weight_norm_ratio,head0_update_norm,head1_update_norm,head_update_norm_ratio,head0_angular_step,head1_angular_step,full_vs_headwise_update_cosine
control,1,2000,2200,layer_018.wq,5.538864871,5.757722246,1.039513037,0.02000366903,0.01977010484,0.9883239326,1.607013106,1.517117068,
control,1,2000,2250,layer_000.wq,5.981807389,5.810446473,0.9713529866,0.03662191789,0.02715524545,0.7415025485,1.554126594,1.572551778,
control,1,2000,2250,layer_000.wk,6.06196689,5.932241457,0.9786001087,0.05045596891,0.02857426211,0.5663207492,1.558857372,1.572430345,
control,1,2000,2250,layer_010.wq,6.178612963,6.635294122,1.073913217,0.006526766848,0.008339924365,1.277803323,1.652335683,1.629928981,
control,1,2000,2250,layer_018.wq,5.592287483,5.784947144,1.034450958,0.0229526745,0.02511734501,1.094310165,1.61006831,1.529469486,
control,1,2000,2300,layer_000.wq,6.038899984,5.880329822,0.9737418796,0.02556867815,0.02763972529,1.080999383,1.60434171,1.602320981,
control,1,2000,2300,layer_000.wk,6.124864355,5.982936068,0.9768275215,0.03024696058,0.0320717157,1.060328545,1.598753667,1.597497401,
control,1,2000,2300,layer_010.wq,6.220606677,6.71360142,1.079251875,0.009508487619,0.007795311878,0.8198266844,1.469907228,1.497208794,
control,1,2000,2300,layer_018.wq,5.64747359,5.81750729,1.030107923,0.02306959407,0.02311372155,1.001912799,1.548410817,1.598151716,
control,1,2000,2350,layer_000.wq,6.113256462,5.931362678,0.9702460079,0.03595460311,0.02941052942,0.817990657,1.624468733,1.586586606,
control,1,2000,2350,layer_000.wk,6.205055909,6.038369692,0.9731370322,0.04177060895,0.03294824868,0.7887902406,1.616305932,1.584641263,
control,1,2000,2350,layer_010.wq,6.274538485,6.736930704,1.073693423,0.007297914764,0.008863589921,1.214537331,1.5710454,1.688011641,
control,1,2000,2350,layer_018.wq,5.701876654,5.840509632,1.02431357,0.0189615265,0.02354368614,1.241655631,1.665837377,1.595831792,
control,1,2000,2400,layer_000.wq,6.152394269,5.994442476,0.9743267765,0.0424377523,0.03467202913,0.8170090839,1.664691181,1.499384409,
control,1,2000,2400,layer_000.wk,6.25639374,6.106450054,0.9760335279,0.05178980463,0.04681469567,0.9039365181,1.646417891,1.518897978,
control,1,2000,2400,layer_010.wq,6.355507629,6.807118883,1.071058251,0.006081735852,0.01064955374,1.751071404,1.524056651,1.547694313,
control,1,2000,2400,layer_018.wq,5.741352644,5.891888332,1.026219551,0.02351157456,0.01895956685,0.8063929024,1.590625065,1.541677169,
control,1,2000,2450,layer_000.wq,6.23439857,6.039411002,0.9687239168,0.03250934669,0.03220054165,0.9905010381,1.485297806,1.474921776,
control,1,2000,2450,layer_000.wk,6.342419002,6.142936369,0.9685478627,0.03850100922,0.0362593687,0.9417770972,1.499859886,1.487119302,
control,1,2000,2450,layer_010.wq,6.428630981,6.883047563,1.070686369,0.01300856452,0.009906084944,0.7615048477,1.442584339,1.564249036,
control,1,2000,2450,layer_018.wq,5.792129165,5.930076923,1.023816416,0.02144116796,0.0239186465,1.115547742,1.561145875,1.6572817,
control,1,2000,2500,layer_000.wq,6.329500566,6.124186245,0.967562319,0.03611843988,0.02810194315,0.7780497507,1.615760066,1.511799017,
control,1,2000,2500,layer_000.wk,6.420209223,6.22070725,0.968925939,0.0414953005,0.03182818177,0.7670309984,1.609377383,1.51952156,
control,1,2000,2500,layer_010.wq,6.490207969,6.962599678,1.072785296,0.008505036187,0.006062130245,0.7127694829,1.555489571,1.61184697,
control,1,2000,2500,layer_018.wq,5.85066526,5.958680545,1.018462052,0.02145576242,0.02799241255,1.304657089,1.566646828,1.501104313,
control,1,2000,2550,layer_000.wq,6.386128657,6.171008675,0.9663144929,0.04978981199,0.04541488276,0.9121320396,1.582067341,1.508551513,
control,1,2000,2550,layer_000.wk,6.479457947,6.271594366,0.9679196034,0.05228955558,0.06424949539,1.228725214,1.58137391,1.527518548,
control,1,2000,2550,layer_010.wq,6.51763404,7.046468461,1.081139017,0.01220341594,0.01506823707,1.234755674,1.545124405,1.579118546,
control,1,2000,2550,layer_018.wq,5.906544534,5.981113762,1.012624848,0.02303778837,0.02121920941,0.9210610441,1.602086991,1.53424435,
control,1,2000,2600,layer_000.wq,6.422026855,6.21148445,0.9672155832,0.02598594166,0.0234281869,0.9015715963,1.465107045,1.623891942,
control,1,2000,2600,layer_000.wk,6.515636552,6.320141003,0.9699959401,0.03178596863,0.02716325185,0.8545673772,1.485689422,1.6157978,
control,1,2000,2600,layer_010.wq,6.550143672,7.111876495,1.085758855,0.01089843364,0.009326738726,0.8557870821,1.572713217,1.577946896,
control,1,2000,2600,layer_018.wq,5.947157831,6.034453491,1.014678551,0.02287587835,0.02258633529,0.9873428661,1.586607439,1.553790864,
control,1,2000,2650,layer_000.wq,6.535678291,6.289630674,0.9623531626,0.0417859423,0.03121864821,0.7471088719,1.50736233,1.581686697,
control,1,2000,2650,layer_000.wk,6.620010413,6.409594892,0.9682152281,0.03839884878,0.03578190034,0.9318482578,1.502639231,1.580119968,
control,1,2000,2650,layer_010.wq,6.594037142,7.199036042,1.091749392,0.01114277209,0.01474302362,1.323101962,1.49314116,1.546360979,
control,1,2000,2650,layer_018.wq,5.973942302,6.09146362,1.019672322,0.02749375166,0.02477386493,0.9010725501,1.485603025,1.596715356,
control,1,2000,2700,layer_000.wq,6.621170192,6.382850005,0.9640063343,0.02888941218,0.02975333677,1.02990454,1.530257368,1.469916423,
control,1,2000,2700,layer_000.wk,6.702262551,6.504841467,0.9705441136,0.03509530127,0.03285097076,0.936050399,1.537832673,1.481174303,
control,1,2000,2700,layer_010.wq,6.640176259,7.234650024,1.089526805,0.007736074836,0.0064109831,0.8287126529,1.657239435,1.494019114,
control,1,2000,2700,layer_018.wq,6.00729523,6.136562279,1.021518345,0.02513287806,0.02377014438,0.9457788449,1.557808859,1.561895187,
control,1,2000,2750,layer_000.wq,6.644719454,6.445885715,0.9700764284,0.02628274913,0.02891633377,1.100202023,1.56397685,1.577981754,
control,1,2000,2750,layer_000.wk,6.737158961,6.561409573,0.9739134271,0.02985697173,0.03216921753,1.077444083,1.564875603,1.577141452,
control,1,2000,2750,layer_010.wq,6.725338166,7.284778534,1.083183976,0.008653376636,0.007729205103,0.8932010507,1.671871707,1.484767889,
control,1,2000,2750,layer_018.wq,6.07547974,6.175904075,1.016529449,0.03069525398,0.03164239861,1.030856387,1.571194301,1.588423817,
control,1,2000,2800,layer_000.wq,6.699812237,6.498668908,0.9699777663,0.03171969006,0.02702095866,0.8518670457,1.509604526,1.562058981,
control,1,2000,2800,layer_000.wk,6.773733014,6.623318749,0.9777944798,0.04180523589,0.03482259336,0.8329720577,1.524886297,1.564144118,
control,1,2000,2800,layer_010.wq,6.768319736,7.367860142,1.088580391,0.008710702582,0.01151681529,1.322145394,1.535781336,1.591253453,
control,1,2000,2800,layer_018.wq,6.114718217,6.228052856,1.018534728,0.02061661262,0.02176642288,1.055771056,1.595458953,1.622963441,
control,1,2000,2850,layer_000.wq,6.81910196,6.598996032,0.9677221532,0.04549307444,0.03298611377,0.725079898,1.478223176,1.562257737,
control,1,2000,2850,layer_000.wk,6.891856784,6.736138216,0.977405426,0.07690570272,0.04136063837,0.537809771,1.516664292,1.564125269,
control,1,2000,2850,layer_010.wq,6.833163161,7.477893239,1.094353093,0.01430296579,0.008058030869,0.5633818181,1.635116577,1.501469089,
control,1,2000,2850,layer_018.wq,6.152897971,6.260727779,1.017525044,0.02567091504,0.02702387689,1.052704076,1.531707956,1.550348815,
control,1,2000,2900,layer_000.wq,6.888767063,6.652579364,0.9657140826,0.02424223556,0.02640043081,1.089026247,1.491107534,1.652391011,
control,1,2000,2900,layer_000.wk,6.962583816,6.796608724,0.9761618537,0.02980626367,0.03239397497,1.086817702,1.506694394,1.635858845,
control,1,2000,2900,layer_010.wq,6.909523416,7.548197238,1.092433846,0.006848468063,0.01063772842,1.553300435,1.615314457,1.503297055,
control,1,2000,2900,layer_018.wq,6.221769491,6.2900437,1.010973439,0.02317659183,0.02375150567,1.024805797,1.572113891,1.5477716,
control,1,2000,2950,layer_000.wq,6.962039938,6.729861617,0.9666508202,0.03167932093,0.02640407958,0.8334799737,1.550733077,1.433160864,
control,1,2000,2950,layer_000.wk,7.035896838,6.859651366,0.9749505321,0.03382493655,0.02839565026,0.8394886484,1.552203175,1.445302562,
control,1,2000,2950,layer_010.wq,6.990112436,7.596951096,1.086813863,0.009985769969,0.006634369981,0.6643824163,1.437496867,1.617479917,
control,1,2000,2950,layer_018.wq,6.298130635,6.324321114,1.004158453,0.0193163029,0.01990538446,1.0304966,1.57532938,1.615219035,
control,1,2000,3000,layer_000.wq,7.008239442,6.764966795,0.9652876233,0.03056712248,0.02402635146,0.7860194062,1.594610311,1.509327206,
control,1,2000,3000,layer_000.wk,7.089856926,6.881639554,0.970631654,0.03684666802,0.0296524846,0.8047534879,1.590323811,1.521845788,
control,1,2000,3000,layer_010.wq,7.052220395,7.672495844,1.087954632,0.009247788352,0.007199048788,0.7784616726,1.496401198,1.625392846,
control,1,2000,3000,layer_018.wq,6.339445793,6.377515633,1.006005232,0.02196514586,0.01953416542,0.8893255496,1.586981797,1.550502515,
control,1,2000,3050,layer_000.wq,7.118320856,6.782706358,0.9528520133,0.03128612459,0.02058332503,0.6579058703,1.582822091,1.608467406,
control,1,2000,3050,layer_000.wk,7.200999465,6.893524966,0.9573011357,0.03269093085,0.02554497852,0.7814087226,1.582173144,1.600659882,
control,1,2000,3050,layer_010.wq,7.118674632,7.733051839,1.086304999,0.01617490733,0.01227105427,0.7586475779,1.503312653,1.588979007,
control,1,2000,3050,layer_018.wq,6.382687925,6.409401001,1.004185239,0.02506123329,0.02511396409,1.002104078,1.555081252,1.533638345,
control,1,2000,3100,layer_000.wq,7.222778443,6.85349246,0.9488720322,0.02615422082,0.01978007274,0.7562860648,1.694488697,1.594650001,
control,1,2000,3100,layer_000.wk,7.308625085,6.961735764,0.9525369934,0.02944241872,0.02420911884,0.8222530584,1.679320038,1.589982312,
control,1,2000,3100,layer_010.wq,7.186268444,7.775970211,1.082059524,0.01041219938,0.008754946433,0.8408354579,1.654353523,1.647348796,
control,1,2000,3100,layer_018.wq,6.427790885,6.451131081,1.003631138,0.01857177273,0.01889275856,1.017283532,1.602556999,1.590158733,
control,1,2000,3150,layer_000.wq,7.290397755,6.918668291,0.949011086,0.03357937579,0.03273383771,0.9748197201,1.627858183,1.470237396,
control,1,2000,3150,layer_000.wk,7.387856999,7.024937628,0.9508762322,0.03650260611,0.03384368775,0.9271581226,1.62259109,1.475021387,
control,1,2000,3150,layer_010.wq,7.232997871,7.827894134,1.082247537,0.01648151206,0.02083742717,1.264290988,1.482268092,1.592294124,
control,1,2000,3150,layer_018.wq,6.489431768,6.463898412,0.9960653942,0.02355617998,0.02301815937,0.9771601079,1.515853191,1.52187788,
control,1,2000,3200,layer_000.wq,7.382101157,6.949592211,0.9414111325,0.03399723453,0.03234363687,0.9513608184,1.585207696,1.52784458,
control,1,2000,3200,layer_000.wk,7.484123806,7.05979008,0.9433021504,0.03354020679,0.03234729141,0.9644332729,1.585204931,1.528520208,
control,1,2000,3200,layer_010.wq,7.273405454,7.892165706,1.085071602,0.01367501725,0.008071483301,0.5902356942,1.610063573,1.6472499,
control,1,2000,3200,layer_018.wq,6.548572934,6.510579624,0.9941982306,0.02685523944,0.02538657129,0.9453116715,1.566865101,1.581983325,
control,1,2000,3250,layer_000.wq,7.475109594,7.014152445,0.938334396,0.0272530928,0.02170519374,0.7964304786,1.575594433,1.55429628,
control,1,2000,3250,layer_000.wk,7.580220928,7.110994507,0.9380985824,0.03589134711,0.02608487771,0.7267734373,1.574389109,1.557253837,
control,1,2000,3250,layer_010.wq,7.346403919,7.945108125,1.081496228,0.009996626664,0.007429613077,0.7432120181,1.540696745,1.627900888,
control,1,2000,3250,layer_018.wq,6.603801735,6.569700003,0.9948360455,0.0209058047,0.02164028871,1.035133018,1.590368611,1.584347984,
control,1,2000,3300,layer_000.wq,7.564195617,7.100773295,0.9387347518,0.03010905526,0.02537494321,0.8427678315,1.532247351,1.603515465,
control,1,2000,3300,layer_000.wk,7.676093792,7.197780982,0.937687993,0.04140289664,0.02943952582,0.7110499073,1.54317469,1.59861662,
control,1,2000,3300,layer_010.wq,7.381932558,7.980318553,1.081060886,0.01700315839,0.01207539679,0.7101855146,1.682249743,1.52180648,
control,1,2000,3300,layer_018.wq,6.657306268,6.655268731,0.9996939396,0.02638891114,0.02213076083,0.8386386505,1.568024329,1.517237792,
control,1,2000,3350,layer_000.wq,7.618873411,7.188447946,0.9435053659,0.02722880552,0.02578776574,0.9470766433,1.571652292,1.567357116,
control,1,2000,3350,layer_000.wk,7.737594254,7.278905522,0.9407194643,0.03400517183,0.02939739558,0.8644977808,1.571471205,1.567816901,
control,1,2000,3350,layer_010.wq,7.413215993,8.025299533,1.082566532,0.01402023946,0.01274295725,0.9088972613,1.653605032,1.539700851,
control,1,2000,3350,layer_018.wq,6.750585646,6.700038155,0.9925121325,0.02537582395,0.02574834679,1.014680226,1.571426281,1.587077137,
control,1,2000,3400,layer_000.wq,7.699218348,7.246306452,0.9411743016,0.02291874341,0.02310785081,1.008251212,1.572245029,1.542134471,
control,1,2000,3400,layer_000.wk,7.802406111,7.326862499,0.9390516713,0.02525313178,0.02618590279,1.036936845,1.572093728,1.545782468,
control,1,2000,3400,layer_010.wq,7.461030615,8.075140006,1.082308923,0.007485625349,0.00789726664,1.054990902,1.535640748,1.619464615,
control,1,2000,3400,layer_018.wq,6.827950505,6.740719179,0.9872243763,0.02527634385,0.01789847691,0.708111783,1.610446149,1.505758544,
control,1,2000,3450,layer_000.wq,7.775532758,7.303652284,0.9393121361,0.03088858257,0.02215168866,0.7171481116,1.551362525,1.571509001,
control,1,2000,3450,layer_000.wk,7.878866883,7.368091653,0.9351714862,0.03163955045,0.02386044057,0.7541333627,1.552072712,1.571452172,
control,1,2000,3450,layer_010.wq,7.513640646,8.069117637,1.07392914,0.009954906156,0.01144216933,1.14940002,1.606464313,1.668375182,
control,1,2000,3450,layer_018.wq,6.879235209,6.744626715,0.9804326369,0.01906383266,0.01817292809,0.9532672896,1.538631338,1.505003368,
control,1,2000,3500,layer_000.wq,7.833858237,7.36302655,0.9398978545,0.03482588726,0.02479778547,0.7120503574,1.624618691,1.632661355,
control,1,2000,3500,layer_000.wk,7.93535306,7.423984999,0.9355582472,0.03801974392,0.02745746844,0.7221897259,1.619462468,1.626203,
control,1,2000,3500,layer_010.wq,7.565607567,8.126905533,1.074190732,0.01760021823,0.009975986509,0.566810387,1.564014773,1.605042725,
control,1,2000,3500,layer_018.wq,6.925972345,6.791666622,0.9806083945,0.02426006589,0.02544253868,1.048741533,1.507935906,1.565364447,
control,1,2000,3550,layer_000.wq,7.8994214,7.440895224,0.9419544606,0.02407415365,0.02081180425,0.8644874727,1.509126125,1.621394918,
control,1,2000,3550,layer_000.wk,8.013327872,7.491217404,0.9348447391,0.02851604953,0.0224977598,0.78895079,1.519482466,1.617285611,
control,1,2000,3550,layer_010.wq,7.617289756,8.224546931,1.079720897,0.01254162417,0.007213604044,0.5751730353,1.543950398,1.557234931,
control,1,2000,3550,layer_018.wq,6.9487359,6.817305721,0.9810857426,0.0201483261,0.0210311383,1.04381566,1.533581419,1.651065649,
control,1,2000,3600,layer_000.wq,7.990747838,7.500567529,0.9386565164,0.03231466297,0.02328688904,0.720629179,1.552129585,1.642708694,
control,1,2000,3600,layer_000.wk,8.107751646,7.553569324,0.9316478419,0.03394287415,0.02726170573,0.8031643285,1.553281592,1.631777923,
control,1,2000,3600,layer_010.wq,7.686177602,8.28144411,1.077446364,0.01121525341,0.009922312899,0.8847158899,1.497077673,1.533838851,
control,1,2000,3600,layer_018.wq,7.006244626,6.845552461,0.977064437,0.02538712657,0.02575103422,1.014334338,1.593655586,1.587685057,
control,1,2000,3650,layer_000.wq,8.014996275,7.560004595,0.9432324527,0.02434658898,0.01858797603,0.7634735216,1.629576804,1.639484012,
control,1,2000,3650,layer_000.wk,8.13011081,7.600583428,0.9348683685,0.02712952438,0.02155879187,0.7946616227,1.622793713,1.629690354,
control,1,2000,3650,layer_010.wq,7.758704096,8.315930171,1.071819478,0.009498488537,0.008875801778,0.9344435953,1.530272824,1.56087429,
control,1,2000,3650,layer_018.wq,7.034520198,6.898470995,0.980659775,0.01828114816,0.02037462105,1.114515395,1.60300159,1.559846428,
control,1,2000,3700,layer_000.wq,8.079125582,7.672709996,0.9496955974,0.02301335998,0.02023333114,0.87919935,1.594522397,1.694165578,
control,1,2000,3700,layer_000.wk,8.18781249,7.716253512,0.9424072084,0.02810566208,0.02367438157,0.8423349538,1.589965101,1.675564784,
control,1,2000,3700,layer_010.wq,7.766299961,8.354877389,1.07578608,0.008368815423,0.009982762205,1.192852477,1.555244157,1.602528043,
control,1,2000,3700,layer_018.wq,7.075912727,6.943883426,0.9813410218,0.02088381698,0.02192229974,1.049726674,1.633071992,1.553615958,
control,1,2000,3750,layer_000.wq,8.139786772,7.750834331,0.9522158932,0.02217132244,0.01571095107,0.7086158759,1.499247107,1.624654755,
control,1,2000,3750,layer_000.wk,8.243774909,7.821307359,0.9487531435,0.0218734497,0.01737239197,0.7942227773,1.499187476,1.619060436,
control,1,2000,3750,layer_010.wq,7.818933112,8.445857682,1.080180322,0.01101488123,0.01103262147,1.00161057,1.431329589,1.538096022,
control,1,2000,3750,layer_018.wq,7.125976643,7.016218557,0.9845974677,0.01772227753,0.02157220566,1.217236646,1.610102358,1.471687719,
control,1,2000,3800,layer_000.wq,8.205253079,7.831878555,0.9544956724,0.03011425837,0.01746326006,0.5799000542,1.521294114,1.582631988,
control,1,2000,3800,layer_000.wk,8.312377467,7.899579633,0.9503393781,0.03184076978,0.0175207958,0.5502629464,1.524584076,1.582492018,
control,1,2000,3800,layer_010.wq,7.863434851,8.499316585,1.080865645,0.01330440423,0.0140984475,1.059682738,1.496332929,1.552975431,
control,1,2000,3800,layer_018.wq,7.145256114,7.068832746,0.9893043206,0.02447298467,0.0233583592,0.9544548614,1.607571383,1.600396047,
control,1,2000,3850,layer_000.wq,8.28389126,7.875417779,0.9506906274,0.02676547056,0.01867186705,0.6976102664,1.564978556,1.609219048,
control,1,2000,3850,layer_000.wk,8.402324722,7.953415313,0.9465731897,0.02662107922,0.02112766978,0.7936443749,1.565029454,1.604417989,
control,1,2000,3850,layer_010.wq,7.933893737,8.581353291,1.081606784,0.008248025382,0.00911093676,1.104620359,1.55529066,1.619064621,
control,1,2000,3850,layer_018.wq,7.175690624,7.117914692,0.9919483803,0.02099213997,0.01752401219,0.8347892219,1.525468715,1.624407909,
control,1,2000,3900,layer_000.wq,8.351871812,7.950879211,0.9519876969,0.02712504097,0.0146811369,0.5412392524,1.518414758,1.564851385,
control,1,2000,3900,layer_000.wk,8.479109846,8.027014396,0.9466812604,0.02718066393,0.01695792616,0.6238966864,1.519307173,1.565698383,
control,1,2000,3900,layer_010.wq,7.971540308,8.644981038,1.084480628,0.01118112881,0.008259196414,0.7386728615,1.578344726,1.590658067,
control,1,2000,3900,layer_018.wq,7.209671012,7.113256779,0.9866270968,0.02016916379,0.02052847638,1.017814947,1.532607195,1.572957346,
control,1,2000,3950,layer_000.wq,8.417549878,8.010892319,0.9516893199,0.02513918021,0.01830083664,0.7279806454,1.675284474,1.551173587,
control,1,2000,3950,layer_000.wk,8.541892261,8.076015787,0.9454598046,0.02628300567,0.02047831578,0.7791466486,1.66926231,1.55340174,
control,1,2000,3950,layer_010.wq,8.012868016,8.708318296,1.086791681,0.01639363181,0.006442247925,0.3929725883,1.641554635,1.492082678,
control,1,2000,3950,layer_018.wq,7.269507525,7.133640324,0.9813099854,0.02291917592,0.0222921604,0.9726423186,1.626883525,1.625803058,
control,1,2000,4000,layer_000.wq,8.48572168,8.061302541,0.9499843202,0.02626623625,0.01969764782,0.7499227384,1.656234538,1.616693479,
control,1,2000,4000,layer_000.wk,8.607350705,8.122472404,0.9436669519,0.03464027211,0.02296542315,0.6629689015,1.634630685,1.609862479,
control,1,2000,4000,layer_010.wq,8.037667643,8.736985198,1.087005035,0.01149670444,0.01003214669,0.8726106461,1.574742465,1.612011454,
control,1,2000,4000,layer_018.wq,7.338575626,7.204767387,0.9817664563,0.02332977507,0.02239510985,0.9599368095,1.592163807,1.565302402,
candidate,1,2000,correctness_1step,layer_000.wq,,,,,,,,,0.8250446349|relL2=0.5976642632|maxAbs=0.001322908327
candidate,1,2000,2001,layer_000.wq,5.609137259,5.473883586,0.9758869027,0.03822772935,0.03374742814,0.8827997034,1.539979542,1.561441851,
candidate,1,2000,2001,layer_000.wk,5.691313371,5.602550172,0.9844037408,0.04826835823,0.03581137983,0.7419224756,1.546743847,1.562183461,
candidate,1,2000,2001,layer_010.wq,5.820465803,6.238251084,1.071778668,0.01028666986,0.008193967266,0.7965617036,1.445257896,1.69632563,
candidate,1,2000,2001,layer_018.wq,5.312176452,5.559339985,1.046527734,0.02105223791,0.02933030012,1.393215308,1.586472104,1.531312874,
candidate,1,2000,2050,layer_000.wq,5.701843877,5.510314891,0.9664092898,0.03454068939,0.02851498393,0.8255476203,1.573025142,1.64174465,
candidate,1,2000,2050,layer_000.wk,5.786957399,5.645922196,0.9756287816,0.04148410974,0.03199011035,0.7711413009,1.572624798,1.632505873,
candidate,1,2000,2050,layer_010.wq,5.866246534,6.32118616,1.077552081,0.007940263718,0.005255252152,0.6618485655,1.464633957,1.511393674,
candidate,1,2000,2050,layer_018.wq,5.363523984,5.579834326,1.040329892,0.02140038511,0.0204660009,0.9563379719,1.525349713,1.600198251,
candidate,1,2000,2100,layer_000.wq,5.76981989,5.593541284,0.9694481614,0.02944282777,0.02854692679,0.9695715033,1.60835583,1.502358432,
candidate,1,2000,2100,layer_000.wk,5.84587189,5.734895656,0.9810163076,0.03430849698,0.03277441509,0.9552856574,1.602607651,1.512667988,
candidate,1,2000,2100,layer_010.wq,5.934447,6.415236309,1.0810167,0.01011866712,0.008825064584,0.872156825,1.563296598,1.583029924,
candidate,1,2000,2100,layer_018.wq,5.433362653,5.63474908,1.037064787,0.02536896699,0.01766197479,0.6962039407,1.515741091,1.674095181,
candidate,1,2000,2150,layer_000.wq,5.843790401,5.662999897,0.9690628013,0.05465091909,0.03171391075,0.5802996781,1.616570225,1.552803744,
candidate,1,2000,2150,layer_000.wk,5.916924336,5.811392346,0.9821643841,0.07697140668,0.03724306553,0.4838558517,1.602889115,1.555866423,
candidate,1,2000,2150,layer_010.wq,6.014780376,6.499739199,1.080627852,0.02002865277,0.006417720308,0.3204269594,1.434209788,1.670426984,
candidate,1,2000,2150,layer_018.wq,5.490435761,5.694729708,1.037209059,0.0195165016,0.02478738365,1.270073098,1.605943136,1.532851629,
candidate,1,2000,2200,layer_000.wq,5.900350117,5.740731528,0.9729476071,0.03151886299,0.03133161281,0.9940591074,1.603654804,1.610228782,
candidate,1,2000,2200,layer_000.wk,5.964097068,5.883235788,0.9864419912,0.03659897587,0.03729633045,1.019053937,1.598790051,1.603117303,
candidate,1,2000,2200,layer_010.wq,6.07918036,6.610853411,1.087458016,0.007004750065,0.007275650865,1.038673871,1.586863716,1.621344353,
candidate,1,2000,2200,layer_018.wq,5.533995122,5.750046159,1.039040699,0.01924939006,0.02079995308,1.08055128,1.602532276,1.516441746,
candidate,1,2000,2250,layer_000.wq,5.963890424,5.814194481,0.9748996154,0.03547118468,0.02836559505,0.7996799458,1.551745662,1.55646243,
candidate,1,2000,2250,layer_000.wk,6.036541054,5.954635208,0.9864316593,0.04489642027,0.03042722082,0.6777204204,1.555926521,1.557748873,
candidate,1,2000,2250,layer_010.wq,6.169202272,6.65119425,1.078128736,0.006530897328,0.008000590999,1.22503702,1.587847444,1.600952237,
candidate,1,2000,2250,layer_018.wq,5.579733472,5.76928509,1.033971447,0.02098623684,0.02245403882,1.069941171,1.606938074,1.518768957,
candidate,1,2000,2300,layer_000.wq,6.01695079,5.877157352,0.9767667306,0.02435980344,0.02807829377,1.152648618,1.596858465,1.611110784,
candidate,1,2000,2300,layer_000.wk,6.090061225,6.009029511,0.9866944336,0.02837991615,0.03083642367,1.086557955,1.592897414,1.606697304,
candidate,1,2000,2300,layer_010.wq,6.204769944,6.733122682,1.085152672,0.008174158218,0.006930567345,0.8478631267,1.507560939,1.477292846,
candidate,1,2000,2300,layer_018.wq,5.624627063,5.794437056,1.030190445,0.022009791,0.02573822586,1.169398922,1.545196903,1.597340847,
candidate,1,2000,2350,layer_000.wq,6.110397782,5.939594788,0.9720471564,0.03276588356,0.02890360873,0.8821251127,1.626263889,1.564900119,
