configuration_id,layer,tap,condition,solver,init,lambda,converged,converged_flat,stalled,iterations,grad_norm,objective,train_ce,cal_ce,dev_ce,train_exact,cal_exact,dev_exact,selected_step,train_ce_2000,ce_coordinate
L19_SEED_2,4,AFTER_FFN,4,CANONICAL_LBFGS,zero,0.0001,true,true,false,133,1.88056633342e-08,0.00605787995153,0.00113674437693,5.51727657743,4.78613330832,32,67,75,,,whitened
L19_SEED_2,5,AFTER_FFN,1,LEGACY_ADAM,zero,0.0001,true,false,false,2000,,,0.191887323364,0.618533500725,0.577258183357,32,102,104,150,0.00583684838578,z_score
L19_SEED_2,5,AFTER_FFN,1_mapped,LEGACY_ADAM_MAPPED,zero,0.0001,true,false,false,2000,,,0.191887323364,0.618533500725,0.577258183357,32,102,104,,,whitened
L19_SEED_2,5,AFTER_FFN,4,CANONICAL_GD,zero,0.0001,false,false,false,10000,0.000146783409907,0.00629028200705,0.00111182129877,3.8777109187,5.32055900366,32,73,72,,,whitened
L19_SEED_2,5,AFTER_FFN,4,CANONICAL_LBFGS,zero,0.0001,true,true,false,114,1.59064180741e-08,0.00579578295416,0.00106689538881,3.79299545687,5.18022421906,32,73,71,,,whitened
L19_SEED_2,6,AFTER_FFN,1,LEGACY_ADAM,zero,0.0001,true,false,false,2000,,,0.203906414397,0.700583697001,0.65377488421,32,100,102,150,0.00640787984392,z_score
L19_SEED_2,6,AFTER_FFN,1_mapped,LEGACY_ADAM_MAPPED,zero,0.0001,true,false,false,2000,,,0.203906414397,0.700583697001,0.65377488421,32,100,102,,,whitened
L19_SEED_2,6,AFTER_FFN,4,CANONICAL_GD,zero,0.0001,false,false,false,10000,0.000145288272665,0.00640876445113,0.00113923065205,6.21875284099,5.63194572284,32,69,73,,,whitened
L19_SEED_2,6,AFTER_FFN,4,CANONICAL_LBFGS,zero,0.0001,true,true,false,121,3.27765481804e-08,0.00592139389931,0.00109786030636,6.18530777802,5.57819697516,32,63,68,,,whitened
L19_SEED_2,7,AFTER_FFN,1,LEGACY_ADAM,zero,0.0001,true,false,false,2000,,,0.228159608672,0.779123580206,0.711951425726,31,95,99,125,0.00601748698727,z_score
