seed,step,layer_param,suffix,arm,head,cosine_full_split,relative_l2_full_split,max_abs_diff,update_norm_full,update_norm_split,update_weight_ratio_full,update_weight_ratio_split,angular_step_full_rad,angular_step_split_rad,weight_rms,grad_rms,head0_update_norm_split,head1_update_norm_split,head_update_norm_ratio_h1_over_h0,head0_angular_step_split_rad,head1_angular_step_split_rad,head_angular_step_ratio_h1_over_h0,_source_step_dir
1,500,layer_000.wq,wq,wqwk,matrix,0.8095391589,0.6191688439,0.001318603754,0.03542604285,0.03565002615,0.006739816914,0.006782429814,1.539626514,1.537166406,0.0821286285,0.002289677285,0.0251164817,0.02529993501,1.0073041,1.56231989,1.511473505,0.9674545624,step500
1,500,layer_000.wq,wq,exploratory_wq_wk_wv,matrix,0.8095391589,0.6191688439,0.001318603754,0.03542604285,0.03565002615,0.006739816914,0.006782429814,1.539626514,1.537166406,0.0821286285,0.002289677285,0.0251164817,0.02529993501,1.0073041,1.56231989,1.511473505,0.9674545624,step500
1,500,layer_000.wk,wk,wqwk,matrix,0.8252108431,0.5941941755,0.001188091934,0.03536747169,0.03571086251,0.006694488599,0.006759486909,1.531920268,1.546265097,0.08254801498,0.002729686882,0.02545615676,0.02504495526,0.9838466781,1.557941398,1.534436529,0.9849128671,step500
1,500,layer_000.wk,wk,exploratory_wq_wk_wv,matrix,0.8252108431,0.5941941755,0.001188091934,0.03536747169,0.03571086251,0.006694488599,0.006759486909,1.531920268,1.546265097,0.08254801498,0.002729686882,0.02545615676,0.02504495526,0.9838466781,1.557941398,1.534436529,0.9849128671,step500
1,500,layer_000.wv,wv,exploratory_wq_wk_wv,matrix,0.7920514043,0.6428598326,0.001372851431,0.03606342209,0.0358319322,0.009751561216,0.009688966274,1.615915894,1.62097153,0.05778469291,0.007000414169,0.02548633101,0.02518678815,0.9882469212,1.618059579,1.623945781,1.003637815,step500
1,500,layer_001.wq,wq,wqwk,matrix,0.7606809599,0.7365920571,0.001606068108,0.03359695922,0.0372531053,0.005930609784,0.006576000801,1.539844887,1.565921089,0.08851576937,0.0003524768495,0.02619297905,0.02649003025,1.011340871,1.545508269,1.586870872,1.026763107,step500
1,500,layer_001.wq,wq,exploratory_wq_wk_wv,matrix,0.7606809599,0.7365920571,0.001606068108,0.03359695922,0.0372531053,0.005930609784,0.006576000801,1.539844887,1.565921089,0.08851576937,0.0003524768495,0.02619297905,0.02649003025,1.011340871,1.545508269,1.586870872,1.026763107,step500
1,500,layer_001.wk,wk,wqwk,matrix,0.7686113967,0.7225750956,0.001404836774,0.0337622397,0.03729326283,0.006041913051,0.0066738064,1.545190683,1.555931363,0.08731257649,0.0004276287471,0.02651339356,0.02622646402,0.9891779398,1.543328103,1.569216897,1.016774653,step500
1,500,layer_001.wk,wk,exploratory_wq_wk_wv,matrix,0.7686113967,0.7225750956,0.001404836774,0.0337622397,0.03729326283,0.006041913051,0.0066738064,1.545190683,1.555931363,0.08731257649,0.0004276287471,0.02651339356,0.02622646402,0.9891779398,1.543328103,1.569216897,1.016774653,step500
1,500,layer_001.wv,wv,exploratory_wq_wk_wv,matrix,0.7649698994,0.7280212302,0.001524873078,0.03444130179,0.03803601303,0.007811412137,0.008626705682,1.578427379,1.592206152,0.06889219658,0.002456769912,0.02672884053,0.0270611783,1.012433677,1.594604511,1.589897201,0.9970479766,step500
1,500,layer_002.wq,wq,wqwk,matrix,0.7573029008,0.7322679863,0.001498624682,0.03312443617,0.03605757732,0.005538540816,0.006028973978,1.521805336,1.538834445,0.09344867762,9.066510496e-05,0.02550153365,0.02549158026,0.9996096946,1.541862759,1.535728926,0.9960218036,step500
1,500,layer_002.wq,wq,exploratory_wq_wk_wv,matrix,0.7573029008,0.7322679863,0.001498624682,0.03312443617,0.03605757732,0.005538540816,0.006028973978,1.521805336,1.538834445,0.09344867762,9.066510496e-05,0.02550153365,0.02549158026,0.9996096946,1.541862759,1.535728926,0.9960218036,step500
1,500,layer_002.wk,wk,wqwk,matrix,0.7578715435,0.750809416,0.00137668848,0.03186585091,0.03599146443,0.005411655221,0.00611229234,1.51912671,1.527634767,0.09200584666,0.0001264051084,0.02521054277,0.02568684576,1.018893008,1.518400745,1.536816411,1.012128331,step500
1,500,layer_002.wk,wk,exploratory_wq_wk_wv,matrix,0.7578715435,0.750809416,0.00137668848,0.03186585091,0.03599146443,0.005411655221,0.00611229234,1.51912671,1.527634767,0.09200584666,0.0001264051084,0.02521054277,0.02568684576,1.018893008,1.518400745,1.536816411,1.012128331,step500
1,500,layer_002.wv,wv,exploratory_wq_wk_wv,matrix,0.7684432799,0.7312349936,0.001806370914,0.03295246545,0.03698232438,0.007229127797,0.008113200196,1.534742655,1.553998607,0.07122329099,0.001814599809,0.02581102114,0.02648553387,1.026132741,1.55530756,1.552676135,0.9983081001,step500
1,500,layer_003.wq,wq,wqwk,matrix,0.7456887328,0.7897242716,0.001543939114,0.03103498766,0.03629908341,0.005206602533,0.00608973658,1.552377667,1.566760484,0.09313591331,0.0001686947693,0.02643916492,0.0248715503,0.9407086183,1.556595234,1.577569102,1.013474195,step500
1,500,layer_003.wq,wq,exploratory_wq_wk_wv,matrix,0.7456887328,0.7897242716,0.001543939114,0.03103498766,0.03629908341,0.005206602533,0.00608973658,1.552377667,1.566760484,0.09313591331,0.0001686947693,0.02643916492,0.0248715503,0.9407086183,1.556595234,1.577569102,1.013474195,step500
1,500,layer_003.wk,wk,wqwk,matrix,0.7647791544,0.7820023575,0.001453973353,0.02939565074,0.03550895534,0.004957076123,0.005987980882,1.549827339,1.55275415,0.09265684679,0.0003180811621,0.02590397986,0.02428723402,0.9375869712,1.553748566,1.551651501,0.9986503189,step500
1,500,layer_003.wk,wk,exploratory_wq_wk_wv,matrix,0.7647791544,0.7820023575,0.001453973353,0.02939565074,0.03550895534,0.004957076123,0.005987980882,1.549827339,1.55275415,0.09265684679,0.0003180811621,0.02590397986,0.02428723402,0.9375869712,1.553748566,1.551651501,0.9986503189,step500
1,500,layer_003.wv,wv,exploratory_wq_wk_wv,matrix,0.7604399084,0.7613810559,0.001603187993,0.03241163663,0.03752924821,0.0066333193,0.007680682384,1.537608665,1.549912576,0.07634666739,0.001443821134,0.02648836163,0.02658592051,1.003683085,1.559640933,1.540614234,0.9878005901,step500
1,500,layer_004.wq,wq,wqwk,matrix,0.7468051994,0.7715055241,0.001489318907,0.0315314244,0.03587894817,0.005285515322,0.00601427731,1.518725633,1.52204119,0.09321295583,3.346298446e-05,0.02564969145,0.02508769121,0.9780893955,1.539913213,1.503914286,0.9766227557,step500
1,500,layer_004.wq,wq,exploratory_wq_wk_wv,matrix,0.7468051994,0.7715055241,0.001489318907,0.0315314244,0.03587894817,0.005285515322,0.00601427731,1.518725633,1.52204119,0.09321295583,3.346298446e-05,0.02564969145,0.02508769121,0.9780893955,1.539913213,1.503914286,0.9766227557,step500
1,500,layer_004.wk,wk,wqwk,matrix,0.7578915698,0.7459490492,0.00144277513,0.03175835899,0.03555694965,0.005432074603,0.006081800487,1.522899891,1.546495788,0.09135079972,4.064870534e-05,0.02488301414,0.02539945424,1.020754724,1.577493323,1.51691105,0.9615958609,step500
1,500,layer_004.wk,wk,exploratory_wq_wk_wv,matrix,0.7578915698,0.7459490492,0.00144277513,0.03175835899,0.03555694965,0.005432074603,0.006081800487,1.522899891,1.546495788,0.09135079972,4.064870534e-05,0.02488301414,0.02539945424,1.020754724,1.577493323,1.51691105,0.9615958609,step500
1,500,layer_004.wv,wv,exploratory_wq_wk_wv,matrix,0.7863035772,0.7220749339,0.001418277621,0.03155387564,0.03660319272,0.006323758728,0.007335699808,1.541259551,1.555601191,0.07796459797,0.00137688835,0.02547180776,0.02628651226,1.031984557,1.546519221,1.564097223,1.011366171,step500
1,500,layer_005.wq,wq,wqwk,matrix,0.7449167463,0.8311534298,0.001784320921,0.02905908426,0.03605114239,0.004842992825,0.006008290637,1.559064592,1.565965753,0.09375363707,0.0002107578505,0.02692151931,0.02397741991,0.8906414096,1.559327603,1.573082557,1.00882108,step500
1,500,layer_005.wq,wq,exploratory_wq_wk_wv,matrix,0.7449167463,0.8311534298,0.001784320921,0.02905908426,0.03605114239,0.004842992825,0.006008290637,1.559064592,1.565965753,0.09375363707,0.0002107578505,0.02692151931,0.02397741991,0.8906414096,1.559327603,1.573082557,1.00882108,step500
1,500,layer_005.wk,wk,wqwk,matrix,0.7656813712,0.8034821672,0.001501969993,0.02821108852,0.03518461666,0.004688028448,0.005846867046,1.549088796,1.555310614,0.09402636164,0.0002928345215,0.02580244713,0.02392051362,0.9270637589,1.544192925,1.56712696,1.014851794,step500
1,500,layer_005.wk,wk,exploratory_wq_wk_wv,matrix,0.7656813712,0.8034821672,0.001501969993,0.02821108852,0.03518461666,0.004688028448,0.005846867046,1.549088796,1.555310614,0.09402636164,0.0002928345215,0.02580244713,0.02392051362,0.9270637589,1.544192925,1.56712696,1.014851794,step500
1,500,layer_005.wv,wv,exploratory_wq_wk_wv,matrix,0.7635189178,0.7377043275,0.001460198313,0.03260718373,0.03652416349,0.006259052438,0.007010929139,1.530114076,1.540399619,0.08140006028,0.001136184077,0.02505695052,0.02657374172,1.060533751,1.560729648,1.520364947,0.9741372883,step500
1,500,layer_006.wq,wq,wqwk,matrix,0.7427907609,0.7908297308,0.0013580136,0.03097710518,0.03604751231,0.005126408855,0.005965511794,1.532147509,1.551785376,0.09441643891,3.232026712e-05,0.02544657115,0.02553223768,1.003366525,1.562560887,1.541143731,0.9862935546,step500
1,500,layer_006.wq,wq,exploratory_wq_wk_wv,matrix,0.7427907609,0.7908297308,0.0013580136,0.03097710518,0.03604751231,0.005126408855,0.005965511794,1.532147509,1.551785376,0.09441643891,3.232026712e-05,0.02544657115,0.02553223768,1.003366525,1.562560887,1.541143731,0.9862935546,step500
1,500,layer_006.wk,wk,wqwk,matrix,0.7509680094,0.7643318821,0.00144405663,0.03119735614,0.0354364098,0.005323345341,0.006046674151,1.568935392,1.569538501,0.09156999191,3.942735174e-05,0.02430354063,0.02578908786,1.061124725,1.574472542,1.564820859,0.9938698944,step500
1,500,layer_006.wk,wk,exploratory_wq_wk_wv,matrix,0.7509680094,0.7643318821,0.00144405663,0.03119735614,0.0354364098,0.005323345341,0.006046674151,1.568935392,1.569538501,0.09156999191,3.942735174e-05,0.02430354063,0.02578908786,1.061124725,1.574472542,1.564820859,0.9938698944,step500
1,500,layer_006.wv,wv,exploratory_wq_wk_wv,matrix,0.7984539962,0.7118880249,0.001414276659,0.03150795067,0.03712707728,0.005946621757,0.007007142033,1.527360554,1.540910378,0.08278847206,0.001195695682,0.02582595466,0.02667283137,1.03279169,1.531086697,1.550641656,1.012771947,step500
1,500,layer_007.wq,wq,wqwk,matrix,0.7508816323,0.7882342883,0.001395148691,0.03077443156,0.03634942192,0.005310604443,0.00627265531,1.508380143,1.516493469,0.09054534156,5.872419579e-05,0.02621533817,0.02518008178,0.960509516,1.493496516,1.540217431,1.031282909,step500
1,500,layer_007.wq,wq,exploratory_wq_wk_wv,matrix,0.7508816323,0.7882342883,0.001395148691,0.03077443156,0.03634942192,0.005310604443,0.00627265531,1.508380143,1.516493469,0.09054534156,5.872419579e-05,0.02621533817,0.02518008178,0.960509516,1.493496516,1.540217431,1.031282909,step500
1,500,layer_007.wk,wk,wqwk,matrix,0.7591676152,0.7600715144,0.001470670104,0.03088768875,0.03557187571,0.005280225242,0.006080983188,1.529762658,1.520736468,0.0914014298,7.35469932e-05,0.02591589773,0.02436646438,0.9402130164,1.515196177,1.526442731,1.007422507,step500
