seed,step,layer_param,suffix,arm,input_mode,head,update_rms_full,update_rms_split,update_norm_full,update_norm_split,update_weight_ratio_full,update_weight_ratio_split,cosine_full_split,relative_l2_full_split,max_abs_diff,angular_step_full_rad,angular_step_split_rad,weight_rms,momentum_rms,head0_update_norm_split,head1_update_norm_split,head_update_norm_ratio_h1_over_h0,head0_angular_step_split_rad,head1_angular_step_split_rad,head_angular_step_ratio_h1_over_h0
1,500,layer_000.wq,wq,wqwk,momentum_proxy,0,0.0005526929566358755,0.0005553686672590809,0.025012028003281277,0.025133116843355608,0.006639791756212932,0.006671936478023952,0.8424860539100628,0.5626512688596896,0.0010620516301232952,1.6340429210681582,1.626052826643475,0.08323950161821178,0.0003078066019137494,,,,,,
1,500,layer_000.wq,wq,wqwk,momentum_proxy,1,0.0005510859835139721,0.0005742199160302736,0.024939304701413603,0.025986226977112087,0.0068033188137946905,0.007088914025855135,0.8012421143398033,0.6449536647914927,0.0012846816416528448,1.6414669211174118,1.6374708441783026,0.0810025222390824,0.0002556248068930828,,,,,,
1,500,layer_000.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005518900549658725,0.0005648729363931955,0.035320963517815836,0.03615186792916451,0.0067198255351678515,0.006877905387033958,0.8214147385136421,0.6050835825732339,0.0012846816416528448,1.6376935424114092,1.6317503255043928,0.0821286285004849,0.0002829213195225974,0.025133116843355608,0.025986226977112087,1.0339436664013286,1.626052826643475,1.6374708441783026,1.0070219228722088
1,500,layer_001.wq,wq,wqwk,momentum_proxy,0,0.0005028748793890361,0.0005924332405172598,0.022757519187478703,0.026810467953284824,0.005577674990879813,0.006571018368254265,0.6866059465712971,0.8775713842139146,0.001610860118027177,1.615827470141406,1.599902725974526,0.09015851232122683,2.847706708890154e-05,,,,,,
1,500,layer_001.wq,wq,wqwk,momentum_proxy,1,0.0005531870108441564,0.0005806073257594036,0.02503438634446203,0.026275288144067915,0.006370043115470278,0.00668579273508509,0.8402898060007029,0.5811285227006798,0.0011207002523384926,1.5790220948858922,1.5737925958033403,0.08684195708199956,7.555530659009457e-05,,,,,,
1,500,layer_001.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005286298389644831,0.0005865500878847721,0.033832309693726914,0.03753920562462542,0.005972154371313355,0.006626503865572803,0.7650607149822656,0.7303194538725815,0.001610860118027177,1.5968305175211677,1.5872218306881913,0.0885157693685387,5.709442925500257e-05,0.026810467953284824,0.026275288144067915,0.9800384010398693,1.599902725974526,1.5737925958033403,0.9836801764586771
1,500,layer_002.wq,wq,wqwk,momentum_proxy,0,0.000518368619642619,0.0005714911002866701,0.02345868583063079,0.025862734873629806,0.005483544679605177,0.006045499020714689,0.7497506255315454,0.7498613864652387,0.001324983209558206,1.6389499831524226,1.6302368705764319,0.09453166700192592,7.460826964365755e-06,,,,,,
1,500,layer_002.wq,wq,wqwk,momentum_proxy,1,0.0005234434039532387,0.000565979689020003,0.023688344352173075,0.025613316871673442,0.0056678555607363665,0.00612843929916526,0.7480625360144996,0.7425797022740784,0.0015063683910734559,1.6521565761627461,1.6233080112422251,0.09235298929975434,1.0480717400994294e-05,,,,,,
1,500,layer_002.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005209121917234936,0.0005687420707535394,0.03333838027030359,0.036399492528226524,0.0055743131414674445,0.0060861435947917285,0.7488712080414011,0.7461939567420514,0.0015063683910734559,1.645496605833009,1.6268279741032503,0.09344867762243494,9.09696037783258e-06,0.025862734873629806,0.025613316871673442,0.990356085573507,1.6302368705764319,1.6233080112422251,0.9957497836913989
1,500,layer_003.wq,wq,wqwk,momentum_proxy,0,0.00044021616203185625,0.0005668962833554696,0.019921909335081055,0.0256547971961666,0.004725090245474542,0.006084819980973035,0.6578204763949447,0.9818890437296255,0.0016933701553932534,1.6544485414356165,1.6229736704098245,0.09316566227565147,5.205669063520992e-06,,,,,,
1,500,layer_003.wq,wq,wqwk,momentum_proxy,1,0.0005163941428795579,0.0005620430016769466,0.023369331212489623,0.025435162739469504,0.005546294374869178,0.006036582679371122,0.8564972679713295,0.5658541885464498,0.0012163013134233354,1.6325942666297364,1.623396781081488,0.09310615484446559,1.5490036003572437e-05,,,,,,
1,500,layer_003.wq,wq,wqwk,momentum_proxy,head_ratio,0.00047981933064142524,0.000564474858526169,0.03070843716105122,0.03612639094567482,0.005151818601170963,0.0060607647302599035,0.7619640259316659,0.7688918001131958,0.0016933701553932534,1.6424214348815396,1.6231838323235306,0.09313591331270218,1.1555089912910022e-05,0.0256547971961666,0.025435162739469504,0.9914388543001261,1.6229736704098245,1.623396781081488,1.0002607008846647
1,500,layer_004.wq,wq,wqwk,momentum_proxy,0,0.0005134349418107919,0.0005880660496580401,0.02323541305936201,0.02661283145592225,0.005534697055763925,0.0063392012669766925,0.7573461780641584,0.7595911920974387,0.0015131595020035013,1.6537641414942266,1.6212308359311784,0.09276658444676614,3.0510798830781653e-06,,,,,,
1,500,layer_004.wq,wq,wqwk,momentum_proxy,1,0.0004914511570060791,0.0005584131724058822,0.022240540527422286,0.025270895418373886,0.005247339851741209,0.005962309074930867,0.7255582209354058,0.8013962851981891,0.001271961191178235,1.6300595501704107,1.616474838899183,0.0936571998177329,3.863654213164425e-06,,,,,,
1,500,layer_004.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005025632692481939,0.0005734313166704509,0.03216404923188441,0.03669960426690886,0.005391560269654386,0.00615184135713101,0.7422046741993249,0.7798592502113009,0.0015131595020035013,1.642084161819251,1.6188802613315032,0.09321295582594123,3.4811573026672813e-06,0.02661283145592225,0.025270895418373886,0.9495756007859983,1.6212308359311784,1.616474838899183,0.9970664282182471
1,500,layer_005.wq,wq,wqwk,momentum_proxy,0,0.000452453520183847,0.000561908317266383,0.020475708946798253,0.025429067618827614,0.004930040315766835,0.006122685611468627,0.633453098213427,0.9843585340535715,0.0017005838818717617,1.6067877055151718,1.5755857788675112,0.09177481140201812,4.100381507629968e-06,,,,,,
1,500,layer_005.wq,wq,wqwk,momentum_proxy,1,0.0005199569707831466,0.0005465558829575922,0.023530566397822625,0.024734295752749727,0.005433676909804861,0.005711642016591536,0.8875130394224723,0.4889781377862087,0.0008309143037144619,1.635623907570628,1.6353128542670188,0.0956915509357769,1.3616045868559427e-05,,,,,,
1,500,layer_005.wq,wq,wqwk,momentum_proxy,head_ratio,0.00048737533759554393,0.0005542852560770003,0.03119202160611481,0.03547425638892802,0.0051984685908499665,0.0059121467005347735,0.7648964355153847,0.7440481137235623,0.0017005838818717617,1.622440151307577,1.6056231797109188,0.09375363707177015,1.0055094072230951e-05,0.025429067618827614,0.024734295752749727,0.9726780440206356,1.5755857788675112,1.6353128542670188,1.0379078538284585
1,500,layer_006.wq,wq,wqwk,momentum_proxy,0,0.000501328874372195,0.0005710498293073425,0.022687554987084663,0.02584276522871311,0.005334785053454566,0.006076705831040708,0.7542664936500346,0.7610240193139407,0.0016431354736580958,1.6239674261024588,1.6012049288074337,0.09397358456786506,2.9146143748398207e-06,,,,,,
1,500,layer_006.wq,wq,wqwk,momentum_proxy,1,0.0005110252640776497,0.0005703758289232532,0.02312636349356495,0.025812263453217948,0.005387309823471177,0.00601299294228602,0.7383650235031294,0.7730013965047011,0.0013120604013191067,1.64954446472995,1.6123415021988179,0.09485722574395833,2.806008577577267e-06,,,,,,
