seed,step_from,step_to,layer_param,suffix,head,delta_weight_frobenius,delta_weight_rms,weight_frobenius_from,weight_frobenius_to,relative_update_proxy,angular_displacement_rad,weight_from_rms,weight_to_rms
1,500,2000,layer_000.wq,wq,0,4.315669138692911,0.09536371604147703,3.7669898276368725,5.609137258548645,1.1456545773048288,1.6124145678347765,0.08323950161821178,0.12394559350393336
1,500,2000,layer_000.wq,wq,1,4.234353269395709,0.09356687221028544,3.6657556971820338,5.473883586261489,1.1551106017923594,1.616041160930431,0.0810025222390824,0.12095688135222617
1,500,2000,layer_001.wq,wq,0,4.377363384089326,0.09672697914397675,4.080108508417944,5.777513344650446,1.0728546495903466,1.6388476965379908,0.09015851232122683,0.1276662145124407
1,500,2000,layer_001.wq,wq,1,4.1336933712197546,0.0913425816917303,3.9300183516283513,5.083810204205692,1.0518254627251329,1.7780993192678047,0.08684195708199956,0.1123373959268504
1,500,2000,layer_002.wq,wq,0,4.457096776816082,0.09848885485285486,4.278014897531545,6.142851166693015,1.0418609760774487,1.582137912177573,0.09453166700192592,0.1357391161183852
1,500,2000,layer_002.wq,wq,1,4.50075381192077,0.09945354815188688,4.179419199789116,5.4313414121914025,1.0768849920936066,1.7912002048523648,0.09235298929975434,0.12001682323437064
1,500,2000,layer_003.wq,wq,0,4.309720461625411,0.09523226760730458,4.216196580406327,5.824189399450595,1.0221820494930698,1.6376799152795476,0.09316566227565147,0.12869761935207258
1,500,2000,layer_003.wq,wq,1,4.291432638951994,0.09482816000025737,4.213503581486485,5.442575481983673,1.0184950732705955,1.7528755793243516,0.09310615484446559,0.1202650634509468
1,500,2000,layer_004.wq,wq,0,4.312525581890148,0.0952942525935933,4.198136379508662,5.267255332431668,1.027247614665361,1.8071369987704076,0.09276658444676614,0.11639099886885736
1,500,2000,layer_004.wq,wq,1,4.313441609353179,0.09531449413205775,4.238441030275993,5.881479493386122,1.0176953220633347,1.6249287352707018,0.0936571998177329,0.1299635635369671
1,500,2000,layer_005.wq,wq,0,4.3217648302635014,0.09549841306790159,4.153253855006943,5.919069048774762,1.0405732423635532,1.5956406906784435,0.09177481140201812,0.13079418320937633
1,500,2000,layer_005.wq,wq,1,4.348071581227059,0.09607971563031777,4.330505252412528,5.543680221614531,1.0040564155429081,1.7557808109916808,0.0956915509357769,0.1224991836697931
1,500,2000,layer_006.wq,wq,0,4.655032965119248,0.10286266800883567,4.252758969622071,6.16118701082324,1.0945912990533122,1.6161492868828795,0.09397358456786506,0.13614428485973715
1,500,2000,layer_006.wq,wq,1,4.493528768876492,0.09929389574779394,4.292748004358149,5.635484164921334,1.0467720826646483,1.7495843029678233,0.09485722574395833,0.12452778338391512
1,500,2000,layer_007.wq,wq,0,4.369227118602857,0.09654719137838251,4.084022973483771,5.616343128298366,1.0698341187037446,1.689492053403301,0.09024501059600072,0.1241048222340701
1,500,2000,layer_007.wq,wq,1,4.659893362539009,0.10297006863304739,4.111160896773193,5.9888642865443344,1.1334738482739777,1.642624860866044,0.09084467964554044,0.13233645464441982
1,500,2000,layer_008.wq,wq,0,4.665711510730905,0.10309863275931108,4.236614894098677,6.172883820890645,1.101282893857058,1.6116153065737449,0.09361684752790944,0.1364027502883907
1,500,2000,layer_008.wq,wq,1,4.285819064194793,0.09470411635096006,4.059059467813535,5.367090990415876,1.0558650589328282,1.74523699106149,0.08969338984157532,0.11859707608025906
1,500,2000,layer_009.wq,wq,0,4.683807190437133,0.10349849456651275,4.160459705272084,6.254363598700819,1.125790783288171,1.5741424645564712,0.09193403970160235,0.13820321602023902
1,500,2000,layer_009.wq,wq,1,4.72706550790297,0.10445437736722568,4.18571603132369,6.2143368844528775,1.1293325855189666,1.6023231906625677,0.09249213093344454,0.1373187422366973
1,500,2000,layer_010.wq,wq,0,4.486955209586474,0.09914863923684072,3.9266006345217126,5.820465803434623,1.1427073000850307,1.618296640636699,0.08676643549005325,0.12861533872728217
1,500,2000,layer_010.wq,wq,1,4.751332450747319,0.10499060611234774,4.174062710987393,6.238251083551686,1.1382992493716921,1.5980829763970188,0.09223462650115906,0.13784717637261645
1,500,2000,layer_011.wq,wq,0,4.57386409520894,0.10106907243587232,4.094486407227712,6.079966632261352,1.1170788324354957,1.5899952815826326,0.09047622200083935,0.1343495510956231
1,500,2000,layer_011.wq,wq,1,4.704886111369051,0.10396427731435821,4.063901783677066,6.182664354178257,1.1577263334135046,1.5819343229498743,0.08980039091606751,0.13661887158249353
1,500,2000,layer_012.wq,wq,0,4.723189451051623,0.10436872780210531,4.029121927930803,6.021407229451882,1.1722627251137236,1.630868191075627,0.08903185742085273,0.13305555888222276
1,500,2000,layer_012.wq,wq,1,4.812272335126495,0.10633720003388646,4.055107138940973,6.082020797243,1.1867189127790252,1.637743025809207,0.08960605488697318,0.1343949421577543
1,500,2000,layer_013.wq,wq,0,4.8369169915131485,0.10688177514798068,4.040275940639519,6.338671750539887,1.197174911461006,1.5590482150033638,0.08927832860909567,0.14006618057882372
1,500,2000,layer_013.wq,wq,1,4.636517973566229,0.10245354063131222,3.997391862277503,6.069090265390682,1.1598857788549621,1.588132489506055,0.08833071540238577,0.13410921507159423
1,500,2000,layer_014.wq,wq,0,4.481834654600971,0.09903548988828796,3.974692538577485,5.740041372500578,1.127592791417519,1.6533240648170138,0.08782912647374104,0.12683819308707803
1,500,2000,layer_014.wq,wq,1,4.654076360305918,0.10284152982913504,4.0212313268181035,5.991852604041671,1.1573759334031073,1.622339809169722,0.08885749812227685,0.13240248775587934
1,500,2000,layer_015.wq,wq,0,4.69975440998922,0.10385088166296123,3.975371510798342,5.91887646700986,1.182217661223166,1.6473612428145539,0.0878441297819162,0.13078992771337958
1,500,2000,layer_015.wq,wq,1,4.7122683005510515,0.10412740219031427,3.9621401640062874,6.004671136432721,1.1893239778237117,1.6203046501105554,0.08755175556188831,0.13268573998020972
1,500,2000,layer_016.wq,wq,0,4.588285702830119,0.10138774795288943,3.7485968672285463,5.612177906489553,1.2240008369377902,1.675869801436883,0.08283307077349855,0.12401278296575266
1,500,2000,layer_016.wq,wq,1,4.693041294748026,0.10370254137202577,4.020536327220115,5.960376249257309,1.1672674769718834,1.64142922396152,0.08884214065575624,0.13170695200853386
1,500,2000,layer_017.wq,wq,0,4.394905536388835,0.09711460960796396,3.8456478992024383,5.4424956197069925,1.1428257738573282,1.7038247224922674,0.08497761586193268,0.12026329872727802
1,500,2000,layer_017.wq,wq,1,4.314864672520895,0.09534593968255616,3.88800822784216,5.328139715252802,1.1097879478808717,1.7307985834583526,0.08591365572550885,0.1177363663676443
1,500,2000,layer_018.wq,wq,0,4.344515726970601,0.09600114160976614,3.7797429948511,5.31217645194025,1.1494209349389244,1.7218484219316486,0.08352130946254885,0.1173836247508264
1,500,2000,layer_018.wq,wq,1,4.447144085558993,0.09826892936913792,3.9135289489689593,5.559339985343064,1.1363513962840668,1.6913632026260212,0.08647758931830668,0.12284521882992509
1,500,2000,layer_000.wk,wk,0,4.35735828359854,0.09628492469974698,3.728537978516793,5.691313370934554,1.1686506369802059,1.5861084217661896,0.08238982776627522,0.12576144620142166
1,500,2000,layer_000.wk,wk,1,4.364218515491174,0.09643651584011553,3.7428417587446168,5.602550172200034,1.166017373108227,1.621835997835333,0.08270589964114072,0.12380003808439073
1,500,2000,layer_001.wk,wk,0,4.336528563913123,0.09582464857350406,4.033996148638415,5.685967958960896,1.0749957124715703,1.6494312917638008,0.08913956349945748,0.12564332816845886
1,500,2000,layer_001.wk,wk,1,4.017536554682462,0.08877585442127527,3.866868730882071,5.19537894241354,1.0389637803313851,1.7031825544175412,0.08544653442390412,0.11480274003170025
1,500,2000,layer_002.wk,wk,0,4.402204062231906,0.09727588576784836,4.1942784879089725,5.97029511537401,1.0495736215233036,1.6067373358738228,0.09268133628079045,0.1319261300551839
1,500,2000,layer_002.wk,wk,1,4.301139909411803,0.09504266239928684,4.132914047243307,5.5449831575846895,1.0407039343779008,1.7071852306438753,0.09132536090209006,0.12252797475916655
1,500,2000,layer_003.wk,wk,0,4.222809672904655,0.09331179235534466,4.266223675405847,5.9522622454568435,0.9898237866074705,1.5875427396096031,0.09427111534181473,0.13152765616135004
1,500,2000,layer_003.wk,wk,1,4.308525437718694,0.09520586106017583,4.118821255831675,5.398068522177183,1.0460578816374768,1.7517930781016315,0.09101395126543342,0.11928158929191036
1,500,2000,layer_004.wk,wk,0,4.356760508400985,0.09627171560925273,4.078229086914757,5.313324877390361,1.0682971494612485,1.7800516775916226,0.09011698258092647,0.11740900160780957
1,500,2000,layer_004.wk,wk,1,4.272011649437623,0.09439901270703974,4.189157306774782,5.865340326181075,1.0197782839352552,1.6098343840286327,0.09256817309617572,0.1296069349565486
1,500,2000,layer_005.wk,wk,0,4.460005338399543,0.09855312559095375,4.229515676595768,6.132435295366883,1.054495521338105,1.5754001103613564,0.0934599755017399,0.13550895570442664
1,500,2000,layer_005.wk,wk,1,4.38690786588771,0.09693788438780641,4.280625621646404,5.6426812374899695,1.0248286707680891,1.7239302868654398,0.09458935639959543,0.12468681772197682
1,500,2000,layer_006.wk,wk,0,4.496764468640544,0.09936539528670159,4.173142770073786,6.020729272761926,1.0775486764765145,1.6077560593345401,0.09221429848683714,0.13304057801432215
1,500,2000,layer_006.wk,wk,1,4.189240674261475,0.09257001527477482,4.114620174426761,5.426513381827059,1.0181354527687625,1.717306741896235,0.09092111960450434,0.11991013782779557
1,500,2000,layer_007.wk,wk,0,4.361664248373365,0.09638007397761665,4.099396362348656,5.663226482001356,1.0639771963583557,1.6760518473204926,0.09058471770588128,0.12514080777557482
1,500,2000,layer_007.wk,wk,1,4.552903496823852,0.10060590427162783,4.172989359294791,5.95060080714379,1.0910412428162204,1.642785675143897,0.09221090855552042,0.13149094321454743
1,500,2000,layer_008.wk,wk,0,4.454417909401958,0.09842965968677904,4.23651331692544,6.083171256651625,1.0514348890645426,1.591594368650367,0.09361460296828414,0.13442036395929552
1,500,2000,layer_008.wk,wk,1,4.278198379424136,0.0945357214172533,3.9760771749417114,5.317309176610438,1.075984743552382,1.7432620549752806,0.08785972290382298,0.11749704301395934
1,500,2000,layer_009.wk,wk,0,4.625116889678917,0.10220160988976236,4.212314665585367,6.167715473659237,1.097998904845867,1.5988916398779074,0.09307988326646743,0.13628854487042644
1,500,2000,layer_009.wk,wk,1,4.766178505443669,0.10531866067327449,4.174621810963004,6.24588425184454,1.1417030622815159,1.599268161940877,0.0922469809819127,0.13801584715579818
1,500,2000,layer_010.wk,wk,0,4.533186415069305,0.10017021420244503,3.879343340902094,5.680503171374924,1.1685447810904945,1.6656447187754988,0.08572218696571088,0.12552257228221556
1,500,2000,layer_010.wk,wk,1,4.804494404296522,0.1061653304203404,4.113552716372276,6.1617135227641056,1.1679671407088674,1.6223729302697631,0.09089753189109935,0.1361559192398547
1,500,2000,layer_011.wk,wk,0,4.706290700311365,0.10399531463829229,4.050994137719588,6.140638111833386,1.161761913326456,1.593150201647106,0.08951516954151474,0.1356902140528108
1,500,2000,layer_011.wk,wk,1,4.73043961025732,0.1045289352002,4.14532827344657,6.0960216294278,1.1411495780825742,1.6320130479024497,0.09159967913744979,0.13470431976338326
1,500,2000,layer_012.wk,wk,0,4.698497959606041,0.10382311776964341,4.052002164544863,6.135152127556068,1.1595497161176358,1.5932401285196576,0.08953744399788255,0.13556898978143658
1,500,2000,layer_012.wk,wk,1,4.597330797225852,0.10158761818987991,4.081619031461844,5.980566066973587,1.126349804278354,1.6248578877293738,0.09019189048021058,0.1321530881653495
1,500,2000,layer_013.wk,wk,0,4.683771929152432,0.10349771539484008,4.011575034933518,6.222755035644082,1.167564332803276,1.552374524252335,0.08864412220125474,0.13750475885520835
1,500,2000,layer_013.wk,wk,1,4.6213166273828845,0.10211763516351823,3.953319613571562,5.919899303304739,1.1689711632517947,1.6239177560945026,0.0873568470923198,0.13081252941588437
1,500,2000,layer_014.wk,wk,0,4.483203930182451,0.09906574688981852,3.960922980249202,5.674291823470875,1.1318583957672383,1.6720650710105611,0.08752485934662003,0.12538531958773863
1,500,2000,layer_014.wk,wk,1,4.547850329087213,0.10049424398497002,4.094960885771065,5.894789346700691,1.1105967690411458,1.6434335278005825,0.09048670659444975,0.13025767252244616
1,500,2000,layer_015.wk,wk,0,4.698813468652186,0.10383008960045763,3.9197329257322067,5.819278500406301,1.19875857811778,1.6681138816952297,0.08661467913204468,0.12858910278907437
1,500,2000,layer_015.wk,wk,1,4.6988787701235175,0.10383153257274512,3.987651125276398,5.964924984822241,1.178357539940965,1.6348961037091938,0.08811547349028465,0.13180746581365224
1,500,2000,layer_016.wk,wk,0,4.526481228437602,0.10002204911068258,3.8021804458107056,5.616732933348511,1.1904961621232208,1.6696738440277579,0.08401711176648878,0.12411343579014193
1,500,2000,layer_016.wk,wk,1,4.70469905366898,0.10396014388410214,3.9269855898210446,5.932950272856437,1.1980433709417753,1.6345871779986052,0.08677494188075986,0.13110091782435515
1,500,2000,layer_017.wk,wk,0,4.405110186867909,0.09734010265650744,3.8741740600647323,5.595356256712184,1.13704498522049,1.6619273050663754,0.08560796091777474,0.1236410735086176
1,500,2000,layer_017.wk,wk,1,4.362412476265384,0.09639660763437663,3.84032141474955,5.365152611726976,1.1359498346962926,1.7203965436340014,0.08485991607204135,0.1185542435579019
1,500,2000,layer_018.wk,wk,0,4.393483656651238,0.09708319020782374,3.8153189832854326,5.398320766102201,1.1515377025875668,1.7119801435231083,0.08430743517096544,0.11928716314784454
1,500,2000,layer_018.wk,wk,1,4.5675884345368924,0.10093039861657137,3.95505337416974,5.5597322691370366,1.1548740313765646,1.7262702810373467,0.08739515815094248,0.12285388715901471
1,500,2000,layer_000.wv,wv,0,2.717388069193727,0.06004636033882199,2.6269973074483146,2.5117021667182944,1.0344083952766634,2.1636160049576,0.05804898782048454,0.05550130107523284
1,500,2000,layer_000.wv,wv,1,2.7427328483147013,0.06060640612582562,2.603021105154429,2.543051121238941,1.0536729198559394,2.1513053411338277,0.057519183594574946,0.05619402164787838
1,500,2000,layer_001.wv,wv,0,3.6818557070887032,0.08135828555727542,3.078165820392333,4.331748999182249,1.196120001949546,1.760181068980577,0.06801849766300222,0.09571903411624405
1,500,2000,layer_001.wv,wv,1,3.5670721362215976,0.07882190301574613,3.1567488205936742,4.294471821748937,1.129982883956778,1.7604953560049028,0.06975495304826324,0.09489531708666314
1,500,2000,layer_002.wv,wv,0,3.6642189002396397,0.08096856350348008,3.2665916497128498,4.569521720051988,1.1217254230603766,1.7055700812835553,0.07218215958997838,0.10097311859462431
1,500,2000,layer_002.wv,wv,1,3.5057283041235348,0.07746638302635521,3.179212543721119,4.4654768766875135,1.102703344275386,1.681246834883284,0.07025133589057928,0.0986740306480458
1,500,2000,layer_003.wv,wv,0,3.781037035298172,0.08354990398677554,3.3807783265867255,4.759689379343566,1.1183924735803523,1.6912192483296544,0.07470535251306197,0.10517526988985706
1,500,2000,layer_003.wv,wv,1,3.77870562870987,0.08349838669276644,3.5277696208704086,5.028186768829489,1.071131631259285,1.6248762840377504,0.07795343191816757,0.11110828004099399
1,500,2000,layer_004.wv,wv,0,3.776369013461834,0.0834467543025505,3.4658850477864562,4.97282089647533,1.0895828803882788,1.6298281625623932,0.07658596312821453,0.10988485554762104
1,500,2000,layer_004.wv,wv,1,3.7390533624627595,0.08262218711924312,3.5895806048999592,4.769170055711855,1.0416407302175532,1.7249125653270878,0.07931927460438973,0.10538476521955244
1,500,2000,layer_005.wv,wv,0,3.8442698651029144,0.08494716532266768,3.7564093924296307,5.168452668904547,1.0233894827465693,1.6462147956393238,0.08300570482186972,0.11420774782575362
1,500,2000,layer_005.wv,wv,1,3.9637974773884963,0.08758837735973553,3.6096205940247534,5.191585786051245,1.098120252291899,1.633337532399607,0.07976209998579743,0.11471892232589152
1,500,2000,layer_006.wv,wv,0,3.8531100794509916,0.08514250830743855,3.7943574692789834,5.266131789022446,1.0154842053358701,1.6225106844384545,0.08384424677415615,0.1163661718324943
1,500,2000,layer_006.wv,wv,1,3.89601849335721,0.08609065925878374,3.698182419488218,5.357077882805292,1.0534954881691234,1.5762526220607695,0.08171905834015603,0.11837581557112799
1,500,2000,layer_007.wv,wv,0,3.9331671466800278,0.08691153627992476,3.826751368084634,5.320242583891748,1.0278083858499165,1.6309221861293004,0.08456005757148573,0.11756186276960297
1,500,2000,layer_007.wv,wv,1,3.925501897106226,0.08674215659388967,4.00909179683611,5.542541519544119,0.9791499162488992,1.5950276452666923,0.08858924987319294,0.1224740216711762
