seed,step,layer_param,suffix,arm,head,cosine_full_split,relative_l2_full_split,max_abs_diff,update_norm_full,update_norm_split,update_weight_ratio_full,update_weight_ratio_split,angular_step_full_rad,angular_step_split_rad,weight_rms,grad_rms,head0_update_norm_split,head1_update_norm_split,head_update_norm_ratio_h1_over_h0,head0_angular_step_split_rad,head1_angular_step_split_rad,head_angular_step_ratio_h1_over_h0
1,8000,layer_000.wq,wq,wqwk,matrix,0.8113736859,0.6165748657,0.00162935257,0.03556289019,0.03583199518,0.002299091032,0.002316488293,1.55134475,1.542364078,0.2416912386,0.0003866471027,0.02508402588,0.02558756581,1.020074127,1.494078895,1.592595949,1.065938321
1,8000,layer_000.wq,wq,exploratory_wq_wk_wv,matrix,0.8113736859,0.6165748657,0.00162935257,0.03556289019,0.03583199518,0.002299091032,0.002316488293,1.55134475,1.542364078,0.2416912386,0.0003866471027,0.02508402588,0.02558756581,1.020074127,1.494078895,1.592595949,1.065938321
1,8000,layer_000.wk,wk,wqwk,matrix,0.8175119079,0.6075899925,0.001306116581,0.03538819317,0.03578237017,0.002271311151,0.00229661051,1.536816586,1.537047677,0.2434455173,0.0004668474667,0.02515156781,0.02545145676,1.011923271,1.490002679,1.58647622,1.064747226
1,8000,layer_000.wk,wk,exploratory_wq_wk_wv,matrix,0.8175119079,0.6075899925,0.001306116581,0.03538819317,0.03578237017,0.002271311151,0.00229661051,1.536816586,1.537047677,0.2434455173,0.0004668474667,0.02515156781,0.02545145676,1.011923271,1.490002679,1.58647622,1.064747226
1,8000,layer_000.wv,wv,exploratory_wq_wk_wv,matrix,0.7646148861,0.7027585653,0.001426488161,0.03507924029,0.03665090464,0.006943976466,0.007255089253,1.56597054,1.560107031,0.07893360991,0.003492863556,0.02585300428,0.02597904887,1.004875433,1.526195196,1.59383786,1.044321109
1,8000,layer_001.wq,wq,wqwk,matrix,0.7615921175,0.7121762089,0.001617580652,0.03457041622,0.03653810273,0.002958887827,0.003127302451,1.561774357,1.570314999,0.1825560092,0.0002214002607,0.02584330228,0.02582937627,0.9994611365,1.555280695,1.586773876,1.020249194
1,8000,layer_001.wq,wq,exploratory_wq_wk_wv,matrix,0.7615921175,0.7121762089,0.001617580652,0.03457041622,0.03653810273,0.002958887827,0.003127302451,1.561774357,1.570314999,0.1825560092,0.0002214002607,0.02584330228,0.02582937627,0.9994611365,1.555280695,1.586773876,1.020249194
1,8000,layer_001.wk,wk,wqwk,matrix,0.7767725795,0.7024943371,0.00130674243,0.03356884552,0.03652352014,0.002931721705,0.003189767032,1.586139234,1.579294212,0.1789096183,0.0002932059521,0.02590358625,0.02574823767,0.9940028158,1.593227028,1.564058719,0.9816923081
1,8000,layer_001.wk,wk,exploratory_wq_wk_wv,matrix,0.7767725795,0.7024943371,0.00130674243,0.03356884552,0.03652352014,0.002931721705,0.003189767032,1.586139234,1.579294212,0.1789096183,0.0002932059521,0.02590358625,0.02574823767,0.9940028158,1.593227028,1.564058719,0.9816923081
1,8000,layer_001.wv,wv,exploratory_wq_wk_wv,matrix,0.7813949119,0.6935540177,0.001547783613,0.03311851539,0.03590185749,0.004224132965,0.004579137016,1.573481625,1.570460472,0.1225048565,0.00204575831,0.02546618903,0.02530645347,0.9937275437,1.564133004,1.57695225,1.008195752
1,8000,layer_002.wq,wq,wqwk,matrix,0.7683090739,0.6934558641,0.00133568421,0.0354492219,0.0366936537,0.002832673538,0.002932113492,1.539067456,1.534049063,0.1955375672,0.0002553808002,0.02620814739,0.02568184636,0.9799184192,1.557377707,1.506560615,0.9673700918
1,8000,layer_002.wq,wq,exploratory_wq_wk_wv,matrix,0.7683090739,0.6934558641,0.00133568421,0.0354492219,0.0366936537,0.002832673538,0.002932113492,1.539067456,1.534049063,0.1955375672,0.0002553808002,0.02620814739,0.02568184636,0.9799184192,1.557377707,1.506560615,0.9673700918
1,8000,layer_002.wk,wk,wqwk,matrix,0.7712257038,0.6978724239,0.001656651497,0.03468446095,0.03667045606,0.002838469266,0.003000996978,1.549403697,1.540665724,0.1909285081,0.0003228833391,0.02606953913,0.02578956139,0.9892603493,1.560641623,1.517967221,0.9726558609
1,8000,layer_002.wk,wk,exploratory_wq_wk_wv,matrix,0.7712257038,0.6978724239,0.001656651497,0.03468446095,0.03667045606,0.002838469266,0.003000996978,1.549403697,1.540665724,0.1909285081,0.0003228833391,0.02606953913,0.02578956139,0.9892603493,1.560641623,1.517967221,0.9726558609
1,8000,layer_002.wv,wv,exploratory_wq_wk_wv,matrix,0.7709661841,0.7078221647,0.001434024423,0.03336304822,0.03602664812,0.003838431351,0.004144879529,1.569862015,1.577516518,0.1358100695,0.001410200037,0.02566240495,0.02528557587,0.9853159091,1.549479729,1.606587895,1.036856349
1,8000,layer_003.wq,wq,wqwk,matrix,0.7683043248,0.7003878866,0.001682966948,0.03400030212,0.0357893576,0.002804286715,0.002951844948,1.544096137,1.545404955,0.1894437961,0.000271165518,0.02573083073,0.02487574053,0.9667678743,1.570598599,1.51932934,0.9673568673
1,8000,layer_003.wq,wq,exploratory_wq_wk_wv,matrix,0.7683043248,0.7003878866,0.001682966948,0.03400030212,0.0357893576,0.002804286715,0.002951844948,1.544096137,1.545404955,0.1894437961,0.000271165518,0.02573083073,0.02487574053,0.9667678743,1.570598599,1.51932934,0.9673568673
1,8000,layer_003.wk,wk,wqwk,matrix,0.7785321303,0.6763441115,0.001699388027,0.03480384517,0.0358699076,0.002892963694,0.002981576888,1.521804546,1.52923437,0.187976808,0.0003586346316,0.02541422817,0.0253133814,0.9960318776,1.559200394,1.498953223,0.9613602132
1,8000,layer_003.wk,wk,exploratory_wq_wk_wv,matrix,0.7785321303,0.6763441115,0.001699388027,0.03480384517,0.0358699076,0.002892963694,0.002981576888,1.521804546,1.52923437,0.187976808,0.0003586346316,0.02541422817,0.0253133814,0.9960318776,1.559200394,1.498953223,0.9613602132
1,8000,layer_003.wv,wv,exploratory_wq_wk_wv,matrix,0.7798671626,0.6958391845,0.001329086721,0.03332264644,0.036115621,0.003681908789,0.003990512056,1.554148093,1.578663967,0.141412072,0.001278789434,0.02577553772,0.02529742547,0.98145093,1.592361574,1.565423282,0.9830828044
1,8000,layer_004.wq,wq,wqwk,matrix,0.7780617219,0.6905179063,0.001611415297,0.03508189415,0.03735374374,0.002863574415,0.003049015097,1.561051146,1.545827616,0.1914232063,0.000220278576,0.02619395757,0.0266304104,1.016662348,1.552539099,1.540045288,0.9919526593
1,8000,layer_004.wq,wq,exploratory_wq_wk_wv,matrix,0.7780617219,0.6905179063,0.001611415297,0.03508189415,0.03735374374,0.002863574415,0.003049015097,1.561051146,1.545827616,0.1914232063,0.000220278576,0.02619395757,0.0266304104,1.016662348,1.552539099,1.540045288,0.9919526593
1,8000,layer_004.wk,wk,wqwk,matrix,0.784926496,0.6759979192,0.001502968371,0.03442042676,0.03632266428,0.002807026239,0.002962155943,1.556087467,1.547053025,0.1915974852,0.000292324109,0.02575625689,0.02561154371,0.9943814361,1.546545241,1.547392994,1.000548159
1,8000,layer_004.wk,wk,exploratory_wq_wk_wv,matrix,0.784926496,0.6759979192,0.001502968371,0.03442042676,0.03632266428,0.002807026239,0.002962155943,1.556087467,1.547053025,0.1915974852,0.000292324109,0.02575625689,0.02561154371,0.9943814361,1.546545241,1.547392994,1.000548159
